repeat,fold,model,sidx,object,liq_label,n_liq_observed,risk_prob_pred,traj_rmse,traj_rmse_continuation,coverage90,nliq_log_err,physics_violation,interval_width,onset_timing_bias_cyc
0,0,DPI-EVT,1,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.01275523,0.16627351939678192,0.1767909675836563,0.1388889,0.55373335,0.0,0.16642729938030243,40.68547058105469
0,0,DPI-EVT,2,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.046002563,0.10881651192903519,0.11668141186237335,0.20833333,0.72621727,0.0,0.15168066322803497,104.590087890625
0,0,DPI-EVT,3,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.0065549864,0.14413991570472717,0.15606571733951569,0.1388889,0.5786271,0.0,0.14730490744113922,101.08277893066406
0,0,DPI-EVT,4,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.012766572,0.10037948936223984,0.10965700447559357,0.30555555,0.66468096,0.0,0.14643974602222443,160.4578857421875
0,0,DPI-EVT,5,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.994099,0.013967598788440228,0.0126876849681139,1.0,0.07794571,0.0,0.14252495765686035,18.239471435546875
0,0,DPI-EVT,6,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9993106,0.450332373380661,0.45925024151802063,1.0,0.40544868,0.0,1.5332989692687988,2.999851703643799
0,0,DPI-EVT,7,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.999603,0.07995355874300003,0.08035744726657867,0.5,0.17761898,0.0,0.12902140617370605,10.690353393554688
0,0,DPI-EVT,8,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99780196,0.0575595386326313,0.057591512799263,0.6388889,0.33466196,0.0,0.13025154173374176,40.93916320800781
0,0,DPI-EVT,9,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99273986,0.05499039962887764,0.0560683012008667,0.6388889,0.30532026,0.0,0.13300436735153198,50.34538269042969
0,0,DPI-EVT,10,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99998,0.04798464477062225,0.046945974230766296,0.8194444,0.2501335,0.0,0.11802545934915543,51.15545654296875
0,0,DPI-EVT,11,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9977501,0.04657386243343353,0.04769590497016907,0.9027778,0.3809557,0.0,0.12694332003593445,105.71966552734375
0,0,DPI-EVT,12,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99992657,0.38722023367881775,0.38097241520881653,1.0,0.48490644,0.0,1.492332935333252,4.992183685302734
0,0,DPI-EVT,13,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.999977,0.06994131207466125,0.06812863796949387,0.5277778,0.3695116,0.0,0.12185636162757874,22.798416137695312
0,0,DPI-EVT,14,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99999714,0.07502849400043488,0.06901519000530243,0.5138889,0.31728792,0.0,0.11524701118469238,35.47282409667969
0,0,DPI-EVT,15,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99526715,0.04182059317827225,0.044609036296606064,0.9583333,0.2799611,0.0,0.13209982216358185,42.969390869140625
0,0,DPI-EVT,16,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9945156,0.0360388346016407,0.03783060982823372,1.0,0.2559595,0.0,0.13153794407844543,55.71476745605469
0,0,DPI-EVT,17,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99999833,0.04894055798649788,0.04231509938836098,0.8472222,0.14577723,0.0,0.11413650959730148,25.26702880859375
0,0,DPI-EVT,18,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99993074,0.3021126687526703,0.2575070559978485,1.0,0.071058035,0.0,1.2516720294952393,0.9573650360107422
0,0,DPI-EVT,19,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9996568,0.029757600277662277,0.028053807094693184,0.9861111,0.1630857,0.0,0.12904340028762817,7.262638092041016
0,0,DPI-EVT,20,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9953809,0.05834876000881195,0.06005461886525154,0.5972222,0.36109352,0.0,0.1298663169145584,36.09648895263672
0,0,DPI-EVT,21,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9989643,0.04027572646737099,0.0409114696085453,0.8333333,0.44601393,0.0,0.1230907067656517,76.44190979003906
0,0,DPI-EVT,22,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99999213,0.028674662113189697,0.02511548437178135,1.0,0.0005221367,0.0,0.11839812248945236,0.091949462890625
0,0,DPI-EVT,23,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9996754,0.03450979292392731,0.033213380724191666,0.8888889,0.2413249,0.0,0.12117314338684082,-64.96737670898438
0,0,DPI-EVT,24,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.99993265,0.3066200017929077,0.2628025710582733,1.0,0.07132316,0.0,1.292570948600769,0.961064338684082
0,0,DPI-EVT,25,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9996214,0.04643218219280243,0.04797976464033127,0.7222222,0.25222635,0.0,0.1280045509338379,18.647705078125
0,0,DPI-EVT,26,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9999577,0.03946200758218765,0.0374746210873127,0.8333333,0.11254692,0.0,0.12103530019521713,-12.241134643554688
0,0,DPI-EVT,27,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9984144,0.03912200778722763,0.04156758636236191,1.0,0.25273275,0.0,0.13218887150287628,42.55584716796875
0,0,DPI-EVT,28,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9976792,0.03917791694402695,0.04045887291431427,1.0,0.31400967,0.0,0.13031822443008423,70.46054077148438
0,0,DPI-EVT,29,Новая папка (5) · Потенциал разжижения/132-26 Молодогвардейская 2 этап,1.0,1.0,0.9995827,0.026988893747329712,0.025899099186062813,1.0,0.13129091,0.0,0.12316450476646423,-32.9739990234375
