tag,fold,ablation,N_liq_logMAE,N_liq_logMAE_liq,Traj_RMSE,Traj_RMSE_continuation,Traj_RMSE_late,Traj_RMSE_liq,Traj_RMSE_stab,Traj_RMSE_nostab,Traj_RMSE_balanced,Traj_RMSE_worst,AUPRC,AUROC,Brier,ECE,Coverage_90,Calibration_Error,Physics_Violation_Rate,Traj_CRPS
grouped,3,wo_monotone,0.9804847240447998,1.229264497756958,0.10320435364430063,0.10308818918756132,0.11258404701948166,0.06013238802552223,0.1542978733778,0.44550952315330505,0.21997992818554243,0.44550952315330505,0.9993446137256612,0.9968017057569297,0.038643572479486465,0.06360808861108473,0.9538924098014832,0.06899987856547037,0.05952380952380952,0.05730461302172973
grouped,3,wo_risk_softauc,1.5900524854660034,1.9934985637664795,0.10187487065418199,0.10127086675309586,0.11660730838775635,0.06522135436534882,0.14457765221595764,0.44420912861824036,0.21800271173318228,0.44420912861824036,0.9835046030249677,0.9221748400852878,0.12276522070169449,0.17715820927678802,0.9595723152160645,0.07178415060043335,0.0,0.053159639765921245
grouped,3,wo_censored_nliq,0.08485382795333862,0.10638390481472015,0.09545377439052269,0.09213052641863478,0.10617128014564514,0.05116044357419014,0.1427690088748932,0.45220547914505005,0.2153783105313778,0.45220547914505005,0.9995577424554138,0.9978678038379531,0.020648878067731857,0.02705650032716401,0.9492148160934448,0.05674907763799031,0.42857142857142855,0.0478274316228951
grouped,3,miss_vs,0.9485112428665161,1.189178228378296,0.11093447338596239,0.11323275843640605,0.12257716059684753,0.06739410012960434,0.16628260910511017,0.44594311714172363,0.22653994212547937,0.44594311714172363,0.9993446137256612,0.9968017057569297,0.033812589943408966,0.06145516534646352,0.9515536427497864,0.06643836895624795,0.05952380952380952,0.06289079114981487
grouped,3,miss_grainsize,0.9575079679489136,1.2004578113555908,0.10303483275905678,0.10262057379750272,0.11253976076841354,0.058508098125457764,0.15536285936832428,0.4482160210609436,0.22069565951824188,0.4482160210609436,1.0,1.0,0.016835926100611687,0.04147571343698619,0.9599064588546753,0.071338685353597,0.047619047619047616,0.056969740997358846
grouped,3,no_prefix,0.9090527296066284,1.1396769285202026,0.12971395975226915,0.12971395975226915,0.14542123675346375,0.10473939776420593,0.15883967280387878,0.4871439039707184,0.2502409915129344,0.4871439039707184,1.0,1.0,0.010256744921207428,0.0328568867235272,0.9332666993141174,0.04410146872202555,0.0,0.0717587722221072
grouped,3,no_aux,1.0057556629180908,1.260947346687317,0.1026721363316834,0.10233178305367382,0.11155060678720474,0.060825712978839874,0.15204520523548126,0.4457778036594391,0.21954957395792007,0.4457778036594391,0.9993446137256612,0.9968017057569297,0.037786319851875305,0.062280938213254186,0.9502171874046326,0.06621562639872232,0.05952380952380952,0.05652813298793172
grouped,4,full,0.14265041053295135,0.1973656266927719,0.06117981742827554,0.06271842325593031,0.07321496307849884,0.052959710359573364,0.07273842394351959,,0.06284906715154648,0.07273842394351959,0.9994470507287171,0.9985322896281801,0.017429765313863754,0.02008727926179988,0.872154951095581,0.027643271287282317,0.009900990099009901,0.028003091597564624
grouped,4,wo_conformal,0.14265041053295135,0.1973656266927719,0.06117981742827554,0.06271842325593031,0.07321496307849884,0.052959710359573364,0.07273842394351959,,0.06284906715154648,0.07273842394351959,0.9994470507287171,0.9985322896281801,0.017429765313863754,0.02008727926179988,0.7428571581840515,0.15492330789566042,0.009900990099009901,0.028715190525739585
grouped,4,gaussian_posterior,0.13565389811992645,0.1876855194568634,0.0678258683447242,0.07048200335705933,0.08191728591918945,0.058937545865774155,0.08036916702985764,,0.0696533564478159,0.08036916702985764,0.99610912858294,0.9882583170254402,0.03596969693899155,0.037907519405431085,0.8777239918708801,0.02489911317825318,0.0,0.03205034480262929
grouped,4,wo_ode,0.7643322348594666,1.0071414709091187,0.06450114845276424,0.07229498640482918,0.08494891971349716,0.05980822443962097,0.07157408446073532,,0.06569115445017815,0.07157408446073532,0.9972476775310974,0.9916829745596869,0.02551153115928173,0.026829760115925624,0.8571428656578064,0.038781253496805834,0.0,0.03840660935750078
grouped,4,blackbox_raw,1.0173877477645874,1.359413981437683,0.06492223671813527,0.07325222582372821,0.08501233160495758,0.05218824744224548,0.08170200884342194,,0.06694512814283371,0.08170200884342194,0.9973813316342783,0.9921722113502935,0.033788107335567474,0.035820927950415284,0.8496367931365967,0.05008070468902589,0.46534653465346537,0.03816732563491129
grouped,4,wo_monotone,0.14265041053295135,0.1973656266927719,0.06117981742827554,0.06271842325593031,0.07321496307849884,0.052959710359573364,0.07273842394351959,,0.06284906715154648,0.07273842394351959,0.9994470507287171,0.9985322896281801,0.017429765313863754,0.02008727926179988,0.872154951095581,0.027643271287282317,0.009900990099009901,0.028003091597564624
grouped,4,wo_risk_softauc,0.399082213640213,0.5521548986434937,0.06468771738094165,0.06713672981921315,0.07722220569849014,0.06032051518559456,0.07131051272153854,,0.06581551395356655,0.07131051272153854,0.9996347031963471,0.9990215264187867,0.011340910568833351,0.017808642136947356,0.8019370436668396,0.09713477691014609,0.0,0.03396333760967186
grouped,4,wo_censored_nliq,0.2304568588733673,0.3188512623310089,0.06276033244516464,0.06446603082279205,0.07424359768629074,0.06651555001735687,0.05601739138364792,,0.061266470700502396,0.06651555001735687,0.9998148833765272,0.9995107632093934,0.013563557527959347,0.015972628488694084,0.836319625377655,0.06364002625147502,0.0,0.030976123826290787
grouped,4,miss_vs,0.16376551985740662,0.2265796959400177,0.06102609567147941,0.0622926715397133,0.07224003225564957,0.05718535557389259,0.0668821930885315,,0.062033774331212044,0.0668821930885315,0.998771945243485,0.9965753424657533,0.01610078290104866,0.01398873926684408,0.810169517993927,0.09083937406539917,0.0,0.02903042001044359
grouped,4,miss_grainsize,0.3581209182739258,0.49548235535621643,0.06247615545623685,0.0635575291631956,0.07268901914358139,0.06517677754163742,0.057745251804590225,,0.06146101467311382,0.06517677754163742,0.9994470507287172,0.9985322896281801,0.018109003081917763,0.019294571832265003,0.8648910522460938,0.033373681704203295,0.0,0.03129684937404498
grouped,4,no_prefix,0.39959263801574707,0.439827024936676,0.10660187992036109,0.10660187992036109,0.12649540603160858,0.09565601497888565,0.12254158407449722,,0.10909879952669144,0.12254158407449722,0.9946812178076838,0.985812133072407,0.07858531177043915,0.0945168133527686,0.8350805044174194,0.06329090197881064,0.0,0.05514694217934019
grouped,4,no_aux,0.4728564918041229,0.6542261242866516,0.06230527375283258,0.0636151634596083,0.07278525084257126,0.06690319627523422,0.05386852100491524,,0.06038585864007473,0.06690319627523422,0.9998148833765275,0.9995107632093934,0.01830948144197464,0.01937813083134075,0.8319612741470337,0.06904761791229248,0.0,0.03109462607198214
